Time,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration,Force,,,Pressure
19.19,1.65,0.37,-1.84,0.011,,,40
19.2,-1.38,-1.37,2.76,0.022,,,40
19.21,-0.57,1.51,-2.14,0,,,40
19.22,-0.05,0,-0.86,0.005,,,40
19.23,0.17,-0.91,0.87,-0.011,,,40
19.24,0.17,1.51,-1.54,0.011,,,40
19.25,-1.08,-0.84,0.04,0.016,,,40
19.26,0.91,0.3,-0.49,-0.005,,,40
19.27,-0.57,0.22,0.65,-0.005,,,40
19.28,0.24,0.9,-1.24,0.005,,,40
19.29,-0.49,0.15,-0.41,0.011,,,40
19.3,0.39,-0.08,0.12,0.005,,,40
19.31,-0.42,0.22,-0.79,0.016,,,40
19.32,-0.05,-0.91,0.72,0.011,,,40
19.33,0.39,2.34,-0.71,0.022,,,40
19.34,-0.2,-1.52,0.42,-0.011,,,40
19.35,-0.71,-0.46,-1.39,-0.005,,,40
19.36,-0.49,-0.23,-0.86,0.011,,,40
19.37,-0.57,-0.84,1.4,0,,,40
19.38,-0.12,0.9,-1.92,0.011,,,40
19.39,-0.57,-0.53,1.55,0.011,,,40
19.4,-0.27,1.89,0.57,0.005,,,40
19.41,-0.2,-0.38,1.25,0.011,,,40
19.42,-0.05,0.83,-0.71,0.005,,,40
19.43,-0.79,1.13,0.57,0.016,,,40
19.44,0.54,-1.44,0.65,0,,,40
19.45,-0.79,0.37,-0.26,-0.005,,,40
19.46,-0.79,-0.38,0.49,0.011,,,40
19.47,0.98,-0.31,-0.41,0.005,,,40
19.48,-1.97,1.59,1.85,0.022,,,40
19.49,1.06,0.07,0.87,-0.005,,,40
19.5,-0.86,-0.08,1.1,0.011,,,40
19.51,-0.27,0.22,0.12,0,,,40
19.52,0.39,-0.76,0.57,0.005,,,40
19.53,-1.38,1.89,1.4,0.016,,,40
19.54,-0.12,-1.22,-0.18,0.005,,,40
19.55,0.61,-0.53,1.7,-0.011,,,40
19.56,-0.94,3.1,-1.16,-0.005,,,40
19.57,-0.94,-3.11,0.12,0,,,40
19.58,0.1,1.21,-1.16,0.005,,,40
19.59,-0.12,-0.69,2.53,0,,,40
19.6,0.1,0.98,0.19,0.005,,,40
19.61,0.61,-1.14,-0.33,0,,,40
19.62,-1.16,0.15,1.17,0.027,,,40
19.63,-0.64,0.22,-0.71,0.016,,,40
19.64,0.02,0.15,0.72,0.011,,,40
19.65,1.2,0.68,0.57,-0.016,,,40
19.66,0.24,-0.23,-0.64,0.016,,,40
19.67,-0.42,0.45,-2.14,0.016,,,40
19.68,-0.94,-0.16,0.27,0.005,,,40
19.69,0.47,0.3,-1.09,-0.016,,,40
19.7,0.91,0.6,-0.79,-0.011,,,40
19.71,-1.67,-0.16,0.87,0.022,,,40
19.72,0.1,-0.31,-0.56,-0.005,,,40
19.73,0.61,-1.14,0.8,0,,,40
19.74,-0.49,0.9,-1.69,0.022,,,40
19.75,0.54,0,-1.92,-0.005,,,40
19.76,0.69,-2.12,0.34,0.016,,,40
19.77,0.24,2.04,-0.18,0.005,,,40
19.78,0.02,1.06,-2.07,0,,,40
19.79,-0.27,-2.2,1.93,0.016,,,40
19.8,0.54,2.57,-0.94,-0.005,,,40
19.81,0.1,-0.69,0.49,0.005,,,40
19.82,0.61,-0.08,-0.11,0.005,,,40
19.83,0.54,0.83,-1.09,0.005,,,40
19.84,-0.57,0.83,-0.64,0.016,,,40
19.85,0.54,-0.08,-0.41,0.016,,,40
19.86,-0.2,-0.91,1.1,0.005,,,40
19.87,0.69,1.51,-1.16,0.005,,,40
19.88,-1.08,-0.23,0.8,0,,,40
19.89,1.42,0,0.12,0.011,,,40
19.9,0.24,0.07,-1.09,0.005,,,40
19.91,-1.23,-0.91,1.1,0,,,40
19.92,0.1,1.43,0.27,0,,,40
19.93,0.76,0.07,0.8,0.005,,,40
19.94,0.76,0.75,0.65,0.005,,,40
19.95,0.17,0.68,-0.86,0,,,40
19.96,-0.71,-1.22,-0.26,0,,,40
19.97,0.47,1.89,1.17,0.011,,,40
19.98,-0.35,-1.29,1.85,0.005,,,40
19.99,0.32,0.68,-0.49,-0.011,,,40
20,1.79,0.68,-0.79,0,,,40
20.01,-0.49,0.15,-0.56,0.005,,,40
20.02,-1.75,1.06,-1.24,0.022,,,40
20.03,0.91,-2.58,0.42,0,,,40
20.04,0.54,1.06,1.4,-0.005,,,40
20.05,-0.42,0.37,-0.41,-0.005,,,40
20.06,-0.05,-1.97,0.65,0.005,,,40
20.07,-0.71,1.43,0.72,0.011,,,40
20.08,0.69,-0.61,0.42,-0.005,,,40
20.09,0.69,2.12,0.04,0,,,40
20.1,-0.05,-1.06,0.8,0,,,40
20.11,-0.42,-0.99,-0.64,0,,,40
20.12,0.54,1.06,-0.71,-0.005,,,40
20.13,-2.71,-0.91,1.02,0.011,,,40
20.14,1.13,0.22,-0.41,-0.005,,,40
20.15,0.1,-0.99,2.3,0.011,,,40
20.16,0.32,-0.23,0.87,0.011,,,40
20.17,0.98,1.28,-2.45,-0.022,,,40
20.18,-1.38,-0.46,1.7,0.005,,,40
20.19,0.47,0,0.57,0.011,,,40
20.2,1.06,2.19,-0.18,0,,,40
20.21,0.54,-1.22,-0.11,0,,,40
20.22,-0.12,0.3,-0.26,0.011,,,40
20.23,-1.97,-0.08,0.72,0.016,,,40
20.24,2.38,0.75,-1.92,-0.016,,,40
20.25,0.47,-0.46,0.04,0.011,,,40
20.26,-0.35,2.27,0.49,0.005,,,40
20.27,0.47,-1.37,-1.01,-0.005,,,40
20.28,-0.35,0.83,0.65,0.005,,,40
20.29,1.65,3.17,-1.69,0.011,,,40
20.3,-0.05,-1.44,1.1,0.011,,,40
20.31,1.06,2.57,-1.84,0,,,40
20.32,-0.57,-1.75,-0.03,0,,,40
20.33,-0.42,0.3,-0.94,0.005,,,40
20.34,1.35,1.89,-1.92,-0.022,,,40
20.35,-0.86,-1.52,2.23,0.011,,,40
20.36,2.09,0.3,-0.94,-0.011,,,40
20.37,-0.49,1.13,-1.62,0.011,,,40
20.38,-0.79,-0.46,1.32,0.005,,,40
20.39,1.13,0.83,-1.39,0.011,,,40
20.4,-0.79,-0.84,1.78,0.005,,,40
20.41,0.24,2.57,0.27,0.016,,,40
20.42,0.24,-0.46,1.47,-0.011,,,40
20.43,1.65,1.28,0.42,0,,,40
20.44,-1.38,-1.37,0.04,0.016,,,40
20.45,-1.16,-0.46,-0.11,0.011,,,40
20.46,1.13,0.75,0.04,-0.011,,,40
20.47,-1.08,-1.44,2.91,0,,,40
20.48,0.17,0.83,-0.11,0,,,40
20.49,0.91,0.68,-0.03,-0.011,,,40
20.5,0.54,-2.88,1.85,-0.005,,,40
20.51,1.28,2.64,-3.35,-0.005,,,40
20.52,-1.6,-1.14,2.38,0.005,,,40
20.53,1.5,-1.22,1.63,0.005,,,40
20.54,-0.49,1.74,0.27,0,,,40
20.55,0.47,-0.31,-1.39,-0.011,,,40
20.56,0.83,-2.12,-0.03,0.016,,,40
20.57,-0.2,0.3,-0.56,-0.005,,,40
20.58,0.83,0.83,-0.33,-0.011,,,40
20.59,-0.2,0.07,2.38,0.016,,,40
20.6,1.87,2.34,-2.67,-0.011,,,40
20.61,-2.34,-0.31,2.76,0.011,,,40
20.62,0.98,-1.44,-0.71,-0.011,,,40
20.63,1.57,-0.69,-0.79,-0.005,,,40
20.64,-1.82,2.04,0.65,0.005,,,40
20.65,0.32,-1.67,-0.94,0.005,,,40
20.66,-0.35,-1.59,2.08,0.005,,,40
20.67,1.79,2.27,-2.14,-0.022,,,40
20.68,-0.86,1.06,1.1,0.005,,,40
20.69,0.1,-1.52,0.57,0.005,,,40
20.7,0.47,2.34,-2.52,-0.011,,,40
20.71,0.47,-1.52,2.76,-0.005,,,40
20.72,1.28,1.96,-2.37,-0.011,,,40
20.73,-1.53,-0.84,0.19,0.016,,,40
20.74,0.39,-1.52,0.04,-0.005,,,40
20.75,0.54,1.51,-1.69,-0.011,,,40
20.76,0.39,0.22,1.17,-0.005,,,40
20.77,0.39,0.53,-0.49,0,,,40
20.78,-0.94,-2.12,0.27,0.016,,,40
20.79,1.2,2.57,-0.64,0,,,40
20.8,-0.42,0.22,0.27,0.011,,,40
20.81,2.31,-1.14,0.34,-0.016,,,40
20.82,-1.75,1.74,-1.92,0.016,,,40
20.83,0.39,-2.35,2.3,0.005,,,40
20.84,2.6,1.43,-1.99,0.005,,,40
20.85,-1.89,-0.16,0.87,0,,,40
20.86,1.94,0.75,-0.33,0,,,40
20.87,0.1,-0.69,-0.03,-0.011,,,40
20.88,0.39,0.45,1.32,-0.005,,,40
20.89,1.13,0.6,-1.24,0,,,40
20.9,-0.49,-2.43,1.17,0.016,,,40
20.91,3.27,2.57,-3.65,-0.005,,,40
20.92,-1.97,-0.23,0.57,0.011,,,40
20.93,-1.38,-1.14,0.49,0.022,,,40
20.94,1.65,1.51,-1.47,-0.005,,,40
20.95,-0.12,-0.69,2.45,0.005,,,40
20.96,1.57,-0.91,-2.22,-0.005,,,40
20.97,-0.05,0,-2.14,-0.005,,,40
20.98,1.72,-0.16,0.49,0.005,,,40
20.99,-1.53,1.51,0.12,-0.005,,,40
21,1.5,-0.76,-0.79,-0.005,,,40
21.01,0.02,2.95,-0.49,-0.005,,,40
21.02,-0.35,-0.31,2.23,0.005,,,40
21.03,2.09,0.75,-1.24,-0.005,,,40
21.04,-0.12,1.06,-1.62,0,,,40
21.05,0.61,-0.84,-1.47,-0.005,,,40
21.06,0.1,1.28,0.72,0,,,40
21.07,-1.67,0.15,1.78,0.011,,,40
21.08,1.5,-0.31,2,-0.005,,,40
21.09,-2.93,0.98,0.8,0.016,,,40
21.1,0.83,0.3,1.1,0.005,,,40
21.11,0.91,-0.84,1.93,-0.011,,,40
21.12,0.32,0.9,-0.18,0.011,,,40
21.13,0.02,-1.75,-3.2,0.005,,,40
21.14,-1.23,1.51,-1.62,0.022,,,40
21.15,0.1,-0.76,3.06,0.005,,,40
21.16,-0.71,0.37,4.19,0.011,,,40
21.17,1.65,-0.61,1.1,-0.022,,,40
21.18,0.24,0.83,-0.18,0.011,,,40
21.19,-1.16,1.51,-2.22,0.005,,,40
21.2,1.65,-1.22,-0.71,-0.005,,,40
21.21,1.13,0.45,3.89,0,,,40
21.22,0.98,2.34,-2.82,-0.011,,,40
21.23,0.76,-2.73,0.57,-0.005,,,40
21.24,-1.16,1.36,0.42,0.011,,,40
21.25,-1.23,1.81,-1.62,0.011,,,40
21.26,1.06,-2.5,0.42,-0.011,,,40
21.27,1.2,1.89,-0.11,0,,,40
21.28,0.69,-0.61,1.47,0,,,40
21.29,0.17,0.45,-1.54,0.005,,,40
21.3,0.91,-1.82,-1.99,-0.005,,,40
21.31,0.47,-1.97,0.49,0.005,,,40
21.32,1.35,2.64,-0.64,0.005,,,40
21.33,-1.53,0.9,2.91,0.016,,,40
21.34,-0.27,-1.37,-1.31,0.011,,,40
21.35,0.17,1.13,0.19,0.011,,,40
21.36,-0.27,-1.37,-0.56,0,,,40
21.37,1.65,0.9,-1.16,-0.005,,,40
21.38,-0.2,-0.23,-0.26,0,,,40
21.39,0.76,1.81,0.72,0,,,40
21.4,1.35,-0.76,-1.01,0,,,40
21.41,-1.23,0.83,1.02,0.022,,,40
21.42,0.17,1.36,-0.94,0.005,,,40
21.43,0.83,-2.2,0.95,-0.016,,,40
21.44,0.32,2.64,-1.01,-0.005,,,40
21.45,0.17,-0.99,-0.64,-0.011,,,40
21.46,1.42,-0.23,-1.39,0,,,40
21.47,0.39,1.66,-0.41,0.011,,,40
21.48,-0.79,-2.43,1.47,0.011,,,40
21.49,1.2,0.22,-1.92,0,,,40
21.5,0.83,1.89,0.42,0,,,40
21.51,2.09,0.3,0.65,-0.005,,,40
21.52,1.72,0.6,0.27,-0.005,,,40
21.53,-0.86,-0.38,-0.41,0.005,,,40
21.54,-0.2,-0.46,-0.64,0.011,,,40
21.55,-0.64,2.8,-0.33,0.011,,,40
21.56,1.2,-1.67,-0.03,0.005,,,40
21.57,1.35,0.83,0.65,-0.011,,,40
21.58,0.76,0.53,-0.56,-0.016,,,40
21.59,-0.64,-1.14,0.49,0.022,,,40
21.6,0.02,0.98,0.04,0,,,40
21.61,-1.3,-1.59,0.8,0.005,,,40
21.62,0.39,1.13,-0.64,-0.005,,,40
21.63,0.76,-0.23,0.34,0,,,40
21.64,1.35,-0.53,0.04,0,,,40
21.65,2.53,1.06,-0.71,-0.011,,,40
21.66,-3.22,-2.12,2.15,0.016,,,40
21.67,-5.36,-1.29,4.34,0.033,,,40
21.68,0.32,0.98,-0.18,-0.005,,,40
21.69,4.97,-2.35,3.66,-0.027,,,40
21.7,1.79,-0.38,0.8,-0.011,,,40
21.71,-1.01,3.55,-7.5,0.027,,,40
21.72,-2.56,-1.22,-1.09,0.033,,,40
21.73,-1.89,-0.91,3.66,0.011,,,40
21.74,0.24,-0.84,1.1,0.016,,,40
21.75,1.87,0,1.4,-0.016,,,40
21.76,1.42,-2.12,0.34,-0.011,,,40
21.77,-0.2,0.75,1.02,0.011,,,40
21.78,0.91,0.9,-2.82,0.011,,,40
21.79,-0.86,-0.31,0.95,0.016,,,40
21.8,1.28,1.36,-0.86,-0.011,,,40
21.81,0.1,1.74,0.19,-0.011,,,40
21.82,1.35,-1.97,-1.99,-0.016,,,40
21.83,-3,-0.46,1.25,0.022,,,40
21.84,0.17,0.45,-1.01,0.005,,,40
21.85,1.79,-1.67,-0.64,-0.011,,,40
21.86,0.24,0.6,2.15,-0.005,,,40
21.87,-0.35,1.21,-1.84,0,,,40
21.88,-0.12,-2.43,2.45,0.011,,,40
21.89,2.83,2.72,-3.12,0,,,40
21.9,0.02,-0.16,1.25,0,,,40
21.91,0.24,-0.23,0.57,-0.005,,,40
21.92,-0.86,1.43,-1.84,0.011,,,40
21.93,-0.35,-0.91,2.98,0.005,,,40
21.94,-0.42,1.36,-0.49,0,,,40
21.95,0.69,-1.14,-2.97,-0.005,,,40
21.96,0.83,0.75,0.57,-0.005,,,40
21.97,-0.2,0.98,1.17,0.005,,,40
21.98,-0.49,-1.44,-1.92,0,,,40
21.99,-0.42,2.04,-0.18,0.016,,,40
22,0.83,0.75,0.65,-0.005,,,40
22.01,-0.64,-0.38,-0.64,0.011,,,40
22.02,2.53,1.81,-1.16,0,,,40
22.03,-0.12,-0.31,-0.18,0.005,,,40
22.04,0.61,-1.29,-1.16,0.011,,,40
22.05,-0.49,-0.69,-1.77,0.005,,,40
22.06,0.1,0.75,0.19,0.011,,,40
22.07,-2.12,-0.61,2.15,0.022,,,40
22.08,3.05,-1.06,1.7,-0.011,,,40
22.09,5.85,0.6,1.17,-0.049,,,40
22.1,-4.85,0.45,0.65,0.033,,,40
22.11,-1.01,1.81,-4.48,0.016,,,40
22.12,0.39,0.45,-4.18,0.011,,,40
22.13,-0.27,-2.2,6.68,0.022,,,40
22.14,1.06,0.75,-0.11,0.005,,,40
22.15,0.98,-3.56,-0.18,-0.005,,,40
22.16,0.61,0.53,1.93,0.016,,,40
22.17,-2.04,1.51,0.95,0.033,,,40
22.18,-0.57,1.21,-1.77,0.011,,,40
22.19,-0.35,-1.82,2.91,0.011,,,40
22.2,-0.2,-1.52,2.23,0.005,,,40
22.21,4.23,3.17,-2.6,-0.022,,,40
22.22,-2.56,-1.82,0.27,0.016,,,40
22.23,-0.12,-0.08,-0.18,0.005,,,40
22.24,-1.82,0.83,1.78,-0.005,,,40
22.25,-1.08,-2.2,1.63,0.005,,,40
22.26,4.08,2.12,-2.82,-0.033,,,40
22.27,-1.23,-2.12,2.83,0.005,,,40
22.28,-0.71,1.96,2.08,0.011,,,40
22.29,2.01,-0.38,-0.79,-0.011,,,40
22.3,-2.19,0.98,1.25,0.011,,,40
22.31,2.6,1.89,-2.75,-0.011,,,40
22.32,0.24,-0.84,1.4,0.011,,,40
22.33,-1.53,1.21,1.25,0.016,,,40
22.34,0.54,-1.97,-0.64,0,,,40
22.35,0.83,1.74,0.19,0.011,,,40
22.36,0.47,1.89,-2.29,0.005,,,40
22.37,-1.01,-1.82,-0.26,0.011,,,40
22.38,-1.67,0.75,-1.62,0.011,,,40
22.39,1.87,-0.23,0.95,-0.005,,,40
22.4,1.94,-0.61,-0.71,0,,,40
22.41,-0.05,4.39,-0.79,0,,,40
22.42,0.17,-1.75,1.55,0,,,40
22.43,-0.94,1.21,-2.45,0,,,40
22.44,0.54,1.13,-0.18,0,,,40
22.45,1.57,-1.37,-1.16,-0.016,,,40
22.46,2.38,0.15,0.87,-0.005,,,40
22.47,-2.26,-0.38,-3.5,0.016,,,40
22.48,0.76,-1.37,2.3,0.005,,,40
22.49,-1.08,0.37,0.19,0.011,,,40
22.5,2.24,0.15,-0.11,-0.011,,,40
22.51,1.94,2.64,-1.16,-0.016,,,40
22.52,-0.57,-0.16,-1.99,0.016,,,40
22.53,-0.2,-1.59,0.57,0,,,40
22.54,2.24,0.83,-0.71,0.011,,,40
22.55,-0.94,0.07,3.66,0.022,,,40
22.56,-0.12,1.13,-3.2,0.016,,,40
22.57,0.47,-0.08,2.23,-0.005,,,40
22.58,0.1,1.51,-0.18,0.011,,,40
22.59,-0.42,-1.9,-0.26,0.011,,,40
22.6,-0.2,-0.38,0.04,0,,,40
22.61,0.39,-0.91,0.42,0,,,40
22.62,0.1,0.83,0.12,-0.011,,,40
22.63,-0.94,-0.53,0.72,0.016,,,40
22.64,0.47,-0.61,1.85,-0.011,,,40
22.65,0.54,-1.82,1.63,0,,,40
22.66,-0.49,2.72,-1.31,0.005,,,40
22.67,-0.05,-1.67,2.91,0,,,40
22.68,1.35,0.9,1.32,-0.005,,,40
22.69,0.02,-1.14,-0.79,-0.011,,,40
22.7,0.39,0.37,0.04,0,,,40
22.71,-1.53,2.19,0.04,0.005,,,40
22.72,-1.01,-2.81,1.63,0.011,,,40
22.73,2.01,1.66,-1.47,-0.011,,,40
22.74,-2.34,1.28,0.34,0.022,,,40
22.75,1.13,-3.71,0.95,-0.011,,,40
22.76,-0.05,1.66,-3.2,0,,,40
22.77,-1.01,0.98,1.78,0.022,,,40
22.78,-0.12,0.3,0.12,0.011,,,40
22.79,2.38,-0.84,0.72,-0.016,,,40
22.8,-1.08,1.36,-0.86,0.011,,,40
22.81,-0.79,2.27,-3.35,0.005,,,40
22.82,-0.64,-1.97,1.55,0.005,,,40
22.83,2.01,-0.61,-0.49,-0.005,,,40
22.84,-2.12,0.07,-1.16,0,,,40
22.85,1.57,-1.29,1.17,0.005,,,40
22.86,-0.94,-1.06,0.19,0,,,40
22.87,0.39,2.19,-4.1,0.011,,,40
22.88,-0.05,-2.2,1.17,-0.011,,,40
22.89,0.24,0.45,0.19,0.005,,,40
22.9,2.09,-1.82,-0.33,-0.005,,,40
22.91,-2.49,1.66,0.12,0.011,,,40
22.92,1.5,-0.38,-0.03,-0.022,,,40
22.93,0.69,0.75,-1.47,-0.005,,,40
22.94,-1.3,0.53,0.04,0.011,,,40
22.95,0.54,-0.69,-0.33,-0.005,,,40
22.96,0.02,0.3,0.65,0.011,,,40
22.97,2.24,-0.08,0.34,-0.011,,,40
22.98,0.83,1.74,-2.45,-0.011,,,40
22.99,-2.78,-0.46,1.25,0.022,,,40
23,1.65,0.45,-0.64,-0.022,,,40
23.01,0.39,0.53,0.27,0.005,,,40
23.02,0.91,-0.38,-0.79,0.005,,,40
23.03,-1.08,-2.35,1.93,0.005,,,40
23.04,0.47,0.3,-1.09,0.005,,,40
23.05,0.91,-0.08,1.02,0,,,40
23.06,0.02,-0.99,1.7,0.005,,,40
23.07,0.24,0.45,0.04,-0.005,,,40
23.08,-0.86,0.45,-1.09,0,,,40
23.09,1.2,-2.12,1.32,-0.005,,,40
23.1,-0.57,1.74,-1.31,0.005,,,40
23.11,-2.19,-0.69,2.15,0.011,,,40
23.12,0.1,-0.84,2.91,0.016,,,40
23.13,0.47,2.12,-1.09,0,,,40
23.14,-1.16,-1.29,2.38,-0.011,,,40
23.15,1.5,1.06,-2.14,-0.005,,,40
23.16,-1.67,2.04,-0.18,0.011,,,40
23.17,0.02,-1.44,1.55,0.005,,,40
23.18,1.87,-0.46,0.72,-0.005,,,40
23.19,-1.16,1.59,0.04,0.011,,,40
23.2,-0.71,-0.61,-0.18,0.005,,,40
23.21,-0.2,1.51,-1.09,0.005,,,40
23.22,-0.94,0,1.1,0,,,40
23.23,2.9,0.53,-1.39,-0.022,,,40
23.24,0.17,-0.84,2.23,-0.011,,,40
23.25,0.54,-0.61,-2.97,0,,,40
23.26,-0.2,-1.52,-2.45,0,,,40
23.27,-2.56,0.3,2.61,0.027,,,40
23.28,-0.42,0.07,2.23,0.005,,,40
23.29,1.5,-0.16,-0.33,-0.011,,,40
23.3,0.24,1.96,1.32,0.005,,,40
23.31,0.83,-1.44,-1.99,0.005,,,40
23.32,-1.38,-0.46,-3.65,0.011,,,40
23.33,-1.23,0.15,0.8,0.016,,,40
23.34,-1.16,-2.12,3.96,0.011,,,40
23.35,3.12,0.83,-0.33,-0.022,,,40
23.36,-1.16,1.36,-1.01,0.005,,,40
23.37,-0.27,-0.76,-1.16,0.005,,,40
23.38,-0.27,0.37,1.4,0.005,,,40
23.39,-0.57,0.68,-1.01,0.011,,,40
23.4,2.09,-0.76,-1.24,-0.016,,,40
23.41,-0.42,0.75,-0.11,0.016,,,40
23.42,-0.49,-1.97,1.17,0.011,,,40
23.43,1.35,0.83,-2.22,0,,,40
23.44,-2.12,-0.16,1.32,0.022,,,40
23.45,1.42,-0.91,0.8,-0.005,,,40
23.46,1.2,0.3,-2.82,-0.005,,,40
23.47,-2.04,0.98,2.98,0.016,,,40
23.48,1.42,-0.23,0.19,0.016,,,40
23.49,-1.16,-1.06,0.57,0.016,,,40
23.5,1.57,1.96,-0.79,0,,,40
23.51,0.1,-1.59,1.17,0.011,,,40
23.52,0.83,0.6,-2.07,0.005,,,40
23.53,-1.3,-0.31,0.95,0,,,40
23.54,-2.04,0.98,0.19,0.038,,,40
23.55,2.31,-0.31,-1.62,-0.016,,,40
23.56,-1.01,0.75,2.61,-0.011,,,40
23.57,1.28,0.07,-1.31,0,,,40
23.58,-0.57,-0.76,-0.49,0,,,40
23.59,-1.53,0.98,1.25,0.022,,,40
23.6,0.61,1.51,-0.56,0.016,,,40
23.61,0.91,-1.06,0.87,0.005,,,40
23.62,0.83,1.66,-1.24,0,,,40
23.63,-1.89,-0.16,1.17,0.005,,,40
23.64,-0.71,-1.97,-1.31,0,,,40
23.65,-0.79,-0.08,0.49,0.016,,,40
23.66,1.65,2.12,1.02,-0.005,,,40
23.67,0.32,0.9,-1.47,0.005,,,40
23.68,1.57,-1.97,0.49,0,,,40
23.69,-0.64,2.34,-0.94,0.011,,,40
23.7,-1.75,-1.9,0.12,0.022,,,40
23.71,0.83,1.59,-1.62,-0.005,,,40
23.72,0.76,-0.99,0.42,0,,,40
23.73,0.69,1.28,-0.26,-0.011,,,40
23.74,0.1,-1.44,-2.45,-0.011,,,40
23.75,-1.89,-2.12,0.65,0.022,,,40
23.76,1.13,1.81,-3.05,0,,,40
23.77,0.17,0.07,-0.64,0.011,,,40
23.78,1.2,-1.44,0.72,0,,,40
23.79,0.47,-0.23,-1.69,0.011,,,40
23.8,-3.37,0.15,3.74,0.027,,,40
23.81,0.39,-0.38,0.12,0,,,40
23.82,2.83,0.15,-2.29,-0.016,,,40
23.83,0.54,0,-0.03,-0.005,,,40
23.84,-0.57,1.28,-1.84,0.005,,,40
23.85,0.24,-1.44,-1.16,0.011,,,40
23.86,-2.26,0.45,3.96,0.011,,,40
23.87,-0.42,-2.05,2.23,0.016,,,40
23.88,1.35,2.27,-2.22,0.005,,,40
23.89,0.17,-1.59,1.25,0.011,,,40
23.9,-2.41,0.9,-0.26,0.016,,,40
23.91,1.65,0.07,-1.69,-0.011,,,40
23.92,-0.57,0.98,1.55,0.011,,,40
23.93,-0.35,-0.69,2.08,0.011,,,40
23.94,-0.12,-0.69,-1.39,0.005,,,40
23.95,-0.27,0.6,2.98,0.005,,,40
23.96,-0.27,0.53,0.57,-0.005,,,40
23.97,-0.49,1.66,-0.56,0.005,,,40
23.98,1.35,0.15,1.55,-0.005,,,40
23.99,-1.38,0.3,0.87,0.011,,,40
24,-1.3,0.53,1.02,0.011,,,40
24.01,0.83,-0.91,-0.33,0.005,,,40
24.02,-0.2,-0.38,2.45,0.011,,,40
24.03,-0.71,2.72,-1.16,0.005,,,40
24.04,-0.79,-1.29,1.78,-0.011,,,40
24.05,1.28,1.21,0.72,0,,,40
24.06,-0.2,0.22,-1.09,0.005,,,40
24.07,-1.97,2.34,-0.94,0.011,,,40
24.08,-0.2,-0.53,2.83,0.005,,,40
24.09,0.1,-0.31,1.93,-0.005,,,40
24.1,1.5,0.37,-4.78,-0.011,,,40
24.11,-1.53,-1.22,2.61,0.016,,,40
24.12,1.2,0.98,-2.22,-0.011,,,40
24.13,0.1,-0.53,-2.22,0.011,,,40
24.14,-2.71,-0.99,2.61,0.011,,,40
24.15,1.06,-1.14,0.27,-0.011,,,40
24.16,0.39,1.13,0.8,0.005,,,40
24.17,0.39,1.59,-3.43,0.005,,,40
24.18,-1.82,-1.59,1.32,0.011,,,40
24.19,1.94,0.45,-0.94,-0.022,,,40
24.2,1.79,0.3,-1.09,-0.011,,,40
24.21,-0.42,-1.44,1.02,-0.005,,,40
24.22,-1.08,-2.12,-0.86,0.011,,,40
24.23,-0.71,2.04,-1.69,0,,,40
24.24,0.61,-1.06,0.72,0,,,40
24.25,0.32,0.6,3.13,-0.005,,,40
24.26,-0.2,-1.14,0.87,0.005,,,40
24.27,-0.05,0,-3.12,0,,,40
24.28,-0.64,-1.75,0.65,0.005,,,40
24.29,0.17,-0.91,1.25,0.011,,,40
24.3,0.69,1.06,-1.16,0.005,,,40
24.31,-0.27,-1.67,1.1,0,,,40
24.32,0.02,0.53,0.34,0.005,,,40
24.33,0.24,1.13,-1.09,0.005,,,40
24.34,1.57,-0.46,0.72,0.011,,,40
24.35,-0.86,2.19,-0.49,0.016,,,40
24.36,-0.94,-0.53,0.72,0.011,,,40
24.37,1.57,0.15,-1.31,0,,,40
24.38,0.76,0.6,-0.11,0.005,,,40
24.39,0.17,-0.53,0.12,-0.005,,,40
24.4,0.83,1.51,-2.6,-0.005,,,40
24.41,-0.42,-1.29,1.55,0.005,,,40
24.42,-0.64,1.96,-1.01,-0.005,,,40
24.43,-0.27,0.15,1.63,0.005,,,40
24.44,0.98,-1.22,1.55,0,,,40
24.45,-0.05,1.06,-2.29,-0.005,,,40
24.46,-1.23,-0.46,0.72,0.005,,,40
24.47,0.39,-0.16,0.34,0.005,,,40
24.48,1.65,0.22,-1.31,-0.005,,,40
24.49,-0.49,0.53,-1.54,0.016,,,40
24.5,-2.49,0.68,3.51,0.027,,,40
24.51,1.42,0.15,-2.29,0,,,40
24.52,0.39,0.98,-1.84,0.016,,,40
24.53,-1.3,0.37,1.47,0,,,40
24.54,1.06,-0.23,0.87,0,,,40
24.55,-0.42,0.9,1.02,0.005,,,40
24.56,-0.57,-1.67,-0.56,0.005,,,40
24.57,0.69,0.45,-1.24,0.011,,,40
24.58,-0.27,-2.05,-0.18,0.016,,,40
24.59,-0.64,-0.38,-0.79,0.011,,,40
24.6,0.61,0.6,-1.01,0.005,,,40
24.61,0.17,-0.46,1.25,0.005,,,40
24.62,-0.64,2.12,0.49,0.016,,,40
24.63,-0.27,-1.44,-0.79,0.011,,,40
24.64,-0.2,0.98,1.47,0.011,,,40
24.65,0.02,-0.08,0.27,0.005,,,40
24.66,1.13,0.3,-1.01,-0.005,,,40
24.67,-0.35,0,0.95,-0.005,,,40
24.68,0.61,-1.14,1.7,0,,,40
24.69,-0.05,0.98,-1.84,0,,,40
24.7,-2.71,-0.38,2.3,0.033,,,40
